,Country,Description,Name,Points,Price,Province,Variety,Winery,Region,PersonalRating,Comment,Favorite
5731,Portugal,"This Is A Big Ripe Wine Full Of Juicy Sweet Plum Flavors And Dark Dense Tannins. It Is Still Young With A Bitter Edge From The Toasty Wood Aging. The Wine, With Its Structure And Firm Texture, Will Need More Time So Drink From 2017.",Quinto Elemento Reserva,88,25.0,Tejo,Cabernet Sauvignon,Quinta Do Arrobe,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5732,Us,"Sanguine, This Merlot-dominant Blend Is Juicy With Well-toned Structure And Length. Smaller Percentages Of Syrah And Malbec Provide Succulence And Softness, While Also Offering A Density Of Black Cherry And Berry, Finished In Dark Chocolate.",Barrel Select,88,35.0,California,Red Blend,Rutherford Hill,"['Napa Valley', 'Napa']",-1,Unfilled,False
5733,Argentina,"This Is Nice And Hints At Greater Things, But Ultimately It's More Modest And Fluffy Than Substantive. Aromas Of Oak Resin, Baked Apple And Vanilla Introduce A Palate With Mild Acidity And Not Much Structure. Vanilla, Caramel, Banana And Honey- Dew Flavors Finish Soft.",Encuentro,88,19.0,Mendoza Province,Chardonnay,Rutini,"['Mendoza', 'Unfilled']",-1,Unfilled,False
5734,Us,"Fresh-pressed Blackberry Aromas Leap Out Of The Glass Of This Wine, Along With Asphalt And A Touch Of Purple Flowers. The Palate Is A Study Of Density And Thickness, With Black Plums, Coffee And Espresso Showing Most Out Of The Deep, Black Flavors.",Unfilled,88,40.0,California,Petite Sirah,Siot,"['Paso Robles', 'Central Coast']",-1,Unfilled,False
5735,Us,"From 100% Charbono, This Offers Hints Of Raspberry, Cherry And Orange On The Nose, Amid Dense Cherry And Strawberry Flavors That Are Concentrated And Yet Doesn't Overwhelm The Acidity. Medium Body And Weight Make It A Nice Option For Sipping And At The Table.",Rosé Of,88,28.0,California,Charbono,Summers,"['Calistoga', 'Napa']",-1,Unfilled,False
5736,Us,"Broad Aromas Of Seared Lemons, White Peach And Nectarine Are Given Nuance With A Bit Of Quinine On This Entry-level Bottling. Stewed Lemons And Apple-custard Flavors Show On The Plush And Pillowy Palate, Cut With An Acidic Sizzle.",Cuvee Los Gatos,88,23.0,California,Chardonnay,Testarossa,"['Monterey County', 'Central Coast']",-1,Unfilled,False
5737,Us,"Fresh Pear, White Peach And Fig Aromas, A Rich Texture, And Generous Vanilla And Layered Almond Flavors Describe This Tasty Wine That Stays Fresh And Fruity Through The Finish. It Offers A Medium Body And Nice Balance.",Terra Alta Vineyard,88,25.0,California,Viognier,Von Holt,"['Clements Hills', 'Central Valley']",-1,Unfilled,False
5738,Portugal,"This Blend Of Jaén, Alfrocheiro, Touriga Nacional And Tinta Roriz Is Ripe And Juicy, With Black Fruit Tones. It Does Have A Structure That Will Allow The Wine To Age For A Few Years, So Drink From Late 2016.",Azul Portugal,88,12.0,Dão,Portuguese Red,Wines & Winemakers,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5739,Portugal,"An Ancient Variety Now Seen Rarely, This Códega Do Larinho Has Produced A Wine That Has A Steely Texture And Tangy Citrus Flavors. It Is Bright With Acidity, Lime And Grapefruit Fruits And So Crisp. It Is Ready To Drink.",Lua Cheia Em Vinhas Velhas Andreza Reserva,88,18.0,Douro,Códega Do Larinho,Wines & Winemakers,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5740,Us,"Honeysuckle And White Peach Show On The Nose Of This Bottling From The Region's Longtime Rhône Producer. It's A Simple And Straightforward Take On The Grape, With Dried White Peach, Lemon-lime Candy And Apple-peel Flavors, Wrapped Up With Buzzing Acidity And Grippy Texture.",Unfilled,88,18.0,California,Viognier,Zaca Mesa,"['Santa Ynez Valley', 'Central Coast']",-1,Unfilled,False
5741,Argentina,"Currant And Spice Aromas Are Subdued And Solid. A Strapping Tight Palate With Strong Tannins Delivers Roasted Plum, Cassis, Spice And Chocolate Flavors Prior To A Dry Spicy Finish That Holds Its Own.",Famiglia Bianchi,88,20.0,Mendoza Province,Cabernet Sauvignon,Valentin Bianchi,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5742,Italy,"This Elegant Red Offers Aromas And Flavors Of Toast, Raspberry, Sour Cherry, Espresso And White Pepper. Firm, Fine-grained Tannins Provide The Framework. Drink Through 2019.",Unfilled,88,33.0,Piedmont,Nebbiolo,Valfaccenda,"['Roero', 'Unfilled']",-1,Unfilled,False
5743,Spain,"Dark Plum And Berry Aromas Are Fairly Full And Concentrated, With A Boost From Spicy Oak. A Medium-bodied Palate Offers Up Tannic Rub, While Cherry, Black Plum And Oak-based Spice Flavors Finish Creamy, Dry And Spicy, With A Hint Of Tobacco Along With Mild Heat.",Pago Malarina,88,10.0,Northern Spain,Tempranillo,Vallobera,"['Rioja', 'Unfilled']",-1,Unfilled,False
5744,Spain,"Earthy Aromas Of Raspberry And Plum Are Familiar For Rioja. This Feels Fresh But Also Full And Meaty. Balsamic Raspberry And Plum Flavors Finish Warm, With Chocolaty Notes And A Sense Of Competence And Quality.",Raiza Reserva,88,13.0,Northern Spain,Tempranillo,Vicente Gandia,"['Rioja', 'Unfilled']",-1,Unfilled,False
5745,Argentina,Jammy Blueberry And Boysenberry Aromas Include Graphite And Ink Notes. This Feels Jammy To The Point Of Being Sluggish And Heavy. Syrupy But Not Sweet Flavors Of Herbal Black Fruits Finish With A Lasting Gamy Note.,Q,88,20.0,Mendoza Province,Malbec,Zuccardi,"['Valle De Uco', 'Unfilled']",-1,Unfilled,False
5746,Italy,"Toast, Espresso, Coffee Bean And Dark Berry Aromas Emerge On This Firmly Structured Red. It's Still Very Much On Its Oak, Showing Unripe Sour Cherry Backed Up By Oak-driven Spice Including Vanilla And Coconut Alongside Grippy Tannins.",Ascheri,88,60.0,Piedmont,Nebbiolo,Ellena,"['Barolo', 'Unfilled']",-1,Unfilled,False
5747,Germany,"A Touch Of Smoky Minerality Lends Intrigue To This Otherwise Peachy-keen Dry Pinot Blanc. It's Primary And Fruity With A Rich Full-bodied Palate, But Wraps Up Tight And Crisp On The Finish. Drink Now.",Trocken,88,25.0,Pfalz,Pinot Blanc,Gaul,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5748,Italy,"Aromas Of Oak, Toast, Espresso And Coconut Carry Over To Palate Along With Coffee, A Hint Of Baked Plum And A Confectionary Note. Drying Tannins Leave An Astringent Finish.",Serre,88,95.0,Piedmont,Nebbiolo,Gianni Gagliardo,"['Barolo', 'Unfilled']",-1,Unfilled,False
5749,Italy,"Aromas Of Stewed Fruit, Prune And Toast Lead The Nose. The Firm Palate Is Still Rather Closed But Reveals Dried Black Cherry, Fig, Black Pepper, Clove And Coffee Alongside Astringent, Grainy Tannins.",La Villa,88,50.0,Piedmont,Nebbiolo,Fratelli Seghesio,"['Barolo', 'Unfilled']",-1,Unfilled,False
5750,Germany,"A Whiff Of Crushed Chalk Lends Some Complexity To This Crisp Refreshing Riesling Full Of Fresh Apple, Tangerine And Lemon Flavors. Off-dry On The Palate, It's A Juicy Widely Appealing Wine For Youthful Consumption.",Jahrgang,88,13.0,Mosel,Riesling,Moselland,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5751,Us,"Mild Tannin Leads To Integrated Oak And A Burst Of Juicy Red Cherry And Pomegranate, Laced In Aromas Of Roses In This Light-bodied Wine. It Finishes Quick And Lean.",Unfilled,88,40.0,California,Pinot Noir,Renteria,"['Los Carneros', 'Napa-sonoma']",-1,Unfilled,False
5752,Italy,"Wild Berry, Iris, Toast, Coffee And Vanilla Aromas Come Together In The Glass. The Dense Palate Shows More Oak Influence, Offering Roasted Coffee Bean, Toasted Oak, Coconut And Dried Black Cherry Alongside Astringent Tannins That Give It An Abrupt Finish.",Conca,88,54.0,Piedmont,Nebbiolo,Revello Fratelli,"['Barolo', 'Unfilled']",-1,Unfilled,False
5753,Italy,"This Opens With Aromas Of Coffee, Coconut And Black-skinned Berry. The Tightly Wound Palate Isn't Very Expressive But Eventually Reveals Dried Cherry, Toasted Oak And Espresso Alongside Bracing Tannins. Give It Another Year Or Two For The Tannins To Unwind And Then Drink Sooner Rather Than Later.",Bricco Manzoni,88,70.0,Piedmont,Nebbiolo,Silvio Grasso,"['Barolo', 'Unfilled']",-1,Unfilled,False
5754,Germany,"Swirls Of Honeysuckle Lend A Delicate Sweetness To This Silky, Off-dry Gewürztraminer. It's Honeyed And Plush In Peach And Apricot Flavor, But Zesty Lime Acidity Lends A Stately Appeal. Drink Now.",Unfilled,88,11.0,Pfalz,Gewürztraminer,Von Der Leyen,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5755,Argentina,"Solid Dark-berry Aromas Are Dense And Deep. This Has A Plump Forward Fruity Palate With Concentrated, Toasty Flavors Of Blackberry And Dark Plum. On The Finish, This Remains Fruity And Compact, With More Than Enough Body Weight.",Luna Benegas,88,13.0,Mendoza Province,Cabernet Sauvignon,Benegas,"['Mendoza', 'Unfilled']",-1,Unfilled,False
5756,Spain,"Oaky Aromas Of Raspberry And Currant Come With Notes Of Animal Fur, Lemon Peel And Shoe Polish. This Feels Lively And Not Too Heavy, With Pointy, Almost Lemony Raspberry And Plum Flavors That Finish Herbal, Dry, Medicinal And Oaky. Drink This Fresh, Wiry Rioja Through 2018.",Crianza,88,13.0,Northern Spain,Tempranillo Blend,Burgo Viejo,"['Rioja', 'Unfilled']",-1,Unfilled,False
5757,Italy,"Crushed Violet, Red Berry, Mint And Menthol Aromas Lead The Nose. The Firm Palate Offers Dried Red Cherry, Raw Strawberry, Licorice, White Pepper And Sage Alongside Grippy Tannins That Leave An Astringent Finish. Give The Tannins A Few More Years To Unclench Then Enjoy Before The Remaining Fruit Fades.",Chiaramanti,88,94.0,Piedmont,Nebbiolo,Ca'romè,"['Barbaresco', 'Unfilled']",-1,Unfilled,False
5758,Italy,"Aromas Of Dried Berry, Leather And Camphor Unfold In The Glass. The Full-bodied Palate Offers Dried Black Cherry, Fig, Menthol, Anise And Exotic Spice Alongside Bracing Tannins That Leave A Raspy, Astringent Finish. Let The Tannins Soften And Unclench, Then Drink Up.",Roggeri,88,50.0,Piedmont,Nebbiolo,Ciabot Berton,"['Barolo', 'Unfilled']",-1,Unfilled,False
5759,France,"The Wood Aging Still Shows In This Wine, Although Not Too Aggressively. It Also Has Layers Of Spice, Acidity And Plenty Of Red Berry Fruits. Let It Soften And Drink From 2017.",Elevé En Fûts De Chêne,88,14.0,Southwest France,Bordeaux-style Red Blend,Château Laulerie,"['Bergerac', 'Unfilled']",-1,Unfilled,False
5760,Us,"The Flavors Suggest Raspberry Tea, Red Currants, Tobacco And Zesty Spices. It's Clearly Made In An Earlier-picked Lean, Elegant Style. Bone Dry And Hard In Tannins, This Is A Tough Zinfandel To Drink On Its Own. It Wants Rich Stews, Pasta Dishes, Short Ribs, Barbecue, All Of Which Will Wake It Up.",Treborce,88,29.0,California,Zinfandel,Pech Merle,"['Dry Creek Valley', 'Sonoma']",-1,Unfilled,False
5761,Italy,"Here's A Bright Wine That Offers Sensations Of Yellow And Green Apples Accented With Notes Of Ginger And Citrus Alongside Lively Acidity. The Crisp Palate Ends On A Clean, Refreshing Note. Pair With Grilled Vegetables Or Lightly Seasoned Seafood.",Punggl,88,17.0,Northeastern Italy,Pinot Bianco,Peter Zemmer,"['Alto Adige', 'Unfilled']",-1,Unfilled,False
5762,Italy,"Aromas Of Stewed Black Fruit, Oak, Coffee And Espresso Carry Over To The Palate Along With Sour Cherry Layered With Hints Of Bitter Chocolate. It Has Firm But Not Very Persistent Tannins And Closes On An Astringent, Drying Note.",Altero,88,90.0,Tuscany,Sangiovese,Poggio Antico,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
5763,Germany,"Penetrating Blackberry And Cherry Notes Are Accented By Layers Of Char, Wet Earth And Granite In This Elegant Pinot Noir. Hints Of Soy Sauce And Mushroom Lend Umami And Complexity To The Palate, Alongside Crisp, Cranberry Acidity That Marks The Finish. Quite Tasty Now.",Estate Bottled,88,19.0,Baden,Pinot Noir,Oberbergen,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5764,Italy,"Made From Organic Grapes, It Shows Vibrant Pear, Apple And Citrus Flavors Along With A Hint Of Exotic Fruit. With Its Fine, Frothy Texture And Bone-dry Finish, It's A Quintessential Apéritif.",Stefany Extra Dry,88,15.0,Veneto,Glera,Pizzolato,"['Prosecco', 'Unfilled']",-1,Unfilled,False
5765,Germany,"A Hint Of Waxy Lemon Skin Lends An Elegant Tone To This Dry, Refreshingly Crisp Riesling. The Palate Is Bright, With Meyer-lemon Acidity And Hints Of Wet Stone And Crushed Rock That Linger On The Finish.",Kiedrich Turmberg Trocken,88,58.0,Rheingau,Riesling,Robert Weil,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5766,Germany,"Dusty Chalk Notes Add A Mineral Tone To Lavish Floral And Stone Fruit Aromas On This Brisk, Easy-quaffing Riesling. It's Dry In Style, With Fresh Apple And Blossom Flavors That Finish On A Lingering, Waxy Note.",Trocken,88,20.0,Rheingau,Riesling,Robert Weil,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5767,Us,"High Alcohol Gives This Wine A Distinct Burn. The Cherry Fruit Has A Roasted Fruit Portiness, Although The Finish Is Entirely Dry. Oak Adds Chocolaty Toastiness. It's A Good Example Of A Big, Ripe California Red Wine. Give It A Good Decanting And Drink Now.",Holbrook Mitchell Vineyard,88,40.0,California,Cabernet Franc,Rock Wall,"['Napa Valley', 'Napa']",-1,Unfilled,False
5768,Chile,"Like Any Good Leyda Valley Sb, This Opens With Oceanic Aromas Of Citrus Fruits, Sea Foam And Minerality. In The Mouth, It Is Juicy And Stony, With Washing Acidity. Flavors Of Honeydew, Lime And Jalapeño Finish Firm, With Good Backbone. Drink This With Salads, Shellfish And Ceviche.",Reserve,88,15.0,Leyda Valley,Sauvignon Blanc,Santa Ema,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5769,Us,"The Tannins Are Very Hard On This Bone-dry Cabernet Sauvignon, Which Was Blended With 5% Cabernet Franc. It's Tough To Appreciate Now, Despite A Wealthy Core Of Blackberries, Cherries And Currants. Is It An Ager? The Best Guess Is No, It Won't Age, So Drink Now And Over The Next Few Years.",Andolsen Vineyard,88,40.0,California,Cabernet Sauvignon,Sbragia,"['Dry Creek Valley', 'Sonoma']",-1,Unfilled,False
5770,Us,"Supple And Alive In Spice This Is A Softly Rendered Zinfandel With Plenty Of Density That's Balanced By Tastes Of Bright Berry. It's Well Priced And From Good Land, A Hearty Accompaniment To Meaty Meals, Laced With Enough Acidity To Offset Its Big Flavor.",Lubenko Vineyards,88,22.0,California,Zinfandel,Sobon Estate,"['Fiddletown', 'Sierra Foothills']",-1,Unfilled,False
5771,Italy,"Here's A Round Sauvignon With Subdued Aromas Of Ripe Tropical Fruit, Peach And Cut Grass. The Mellow Palate Delivers Papaya And Pineapple Accented With A Note Of Paprika Alongside Fresh Acidity.",Passion,88,29.0,Northeastern Italy,Sauvignon,St. Pauls,"['Alto Adige', 'Unfilled']",-1,Unfilled,False
5772,France,"Pale Pink In Hue, It Is Soft And Fresh. There Are Red Fruits, A Light Tang Of Texture And A Hint Of The Red Wine That Went Into The Blend. It's An Attractive, Apéritif Style Of Rosé, All Fruit And Fragrance.",Prestige Brut Rosé,88,84.0,Champagne,Champagne Blend,Taittinger,"['Champagne', 'Unfilled']",-1,Unfilled,False
5773,Italy,"A Blend Of 80% Sangiovese, 15% Merlot And 5% Syrah, This Robust But Easy-drinking Wine Opens With Aromas That Recall Blue Flower, Tilled Soil, Underbrush And Ripe Berries. The Juicy Palate Delivers Wild Cherry, Raspberry, White Pepper And A Hint Of Espresso Along Side Soft Tannins.",Viper,88,25.0,Tuscany,Red Blend,Tenuta Santo Pietro,"['Toscana', 'Unfilled']",-1,Unfilled,False
5774,Us,"Soft And Structured, This Wine Has An Opening Aroma Of Fruit Roll-up And Spicy Leather. With A Deep Concentration Of Blackberry And Tar Flavors, It's An Old-school Lodi Wine From Old Vines That Showcase The Region's Prowess With Such Grapes.",Old Vine,88,17.0,California,Zinfandel,Van Ruiten,"['Lodi', 'Central Valley']",-1,Unfilled,False
5775,Italy,"Yellow Peach, Green Apple, Bartlett Pear And Lemon Zest Lead The Nose. The Rich, Supple Palate Is Brightened By Crisp Acidity. Pair This With Roasted Chicken Or Seasoned Fish Dishes.",San Benedetto,88,13.0,Lombardy,Turbiana,Zenato,"['Lugana', 'Unfilled']",-1,Unfilled,False
5776,Portugal,"Not Quite Dry, This Is Is A Warm, Creamy Wine. It Has Fresh Lemon Juice, Pineapple, Bright Acidity And A Dense Texture That Bestows An Intensely Fruity Character. It's Ready To Drink, But Will Be Better At The End Of 2014.",Quinta De Lourosa,88,-1.0,Vinho Verde,Portuguese White,Dão Sul,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5777,France,"This Is A Full, Structured And Balanced Wine. Red Fruits, Fragrant Cherry Flavors And Acidity Are Intertwined With Solid Tannins. It Needs Aging, Drink From 2015.",Les Vieilles Vignes,88,50.0,Burgundy,Pinot Noir,Domaine Vincent Girardin,"['Pommard', 'Unfilled']",-1,Unfilled,False
5778,Italy,"This Blend Of 50% Cabernet Sauvignon, 30% Merlot, 10% Cabernet Franc And 10% Other Varieties Has Aromas Of Green Bell Pepper, Toasted Oak, Plum, Blackberries, Graphite And Chocolate That All Carry Over To The Palate. It's Not Very Complex And Not An Ager So Enjoy Soon.",Unfilled,88,90.0,Tuscany,Red Blend,Donne Fittipaldi,"['Bolgheri', 'Unfilled']",-1,Unfilled,False
5779,Us,"Fermented And Aged In Stainless Steel Without Going Through Malolactic Fermentation, This Steely, Waxy Albarino Is Ready For Tapas, Offering Big Bold Tastes Of Peach And Apricot. Textured And Long-lasting, Its Tangible Acidity Will Make Seafood, Especially Shellfish, Sing.",Unfilled,88,18.0,California,Albariño,Estate Crush,"['Lodi', 'Central Valley']",-1,Unfilled,False
5780,Portugal,A Smooth And Rich Wine That Has A Good Mix Between Wood Aging And Ripe Plum Flavors. Tannins Present A Judicious Support For The Full Fruits. Drink From The End Of 2014.,Unfilled,88,-1.0,Tejo,Touriga Nacional Blend,Fiuza,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5781,Italy,"Subtle Aromas Recall Wild Flowers, Pears, And A Whiff Of Alpine Herbs. The Round Palate Delivers Juicy Yellow Apple, Citrus And A Hint Of Bread Crust Alongside Fresh Acidity.",Unfilled,88,34.0,Northeastern Italy,Pinot Bianco,Franz Haas,"['Alto Adige', 'Unfilled']",-1,Unfilled,False
5782,Italy,"Elegant And Structured, It Opens With Delicate Aromas Of Wild Flowers And A Hint Of Alpine Herbs. The Palate Offers Juicy Yellow Apples And Lemon Peel Accented With Notes Of Clove Alongside Crisp Acidity.",Plattenriegl,88,21.0,Northeastern Italy,Pinot Bianco,Girlan,"['Alto Adige', 'Unfilled']",-1,Unfilled,False
5783,Portugal,"This Smooth, Rich Wine Shows Both Ripe Fruit And Wood Aging Flavors. It Has A Mineral Texture, Plenty Of Citrus As Well As Pear And Peach Flavors, The Whole Gathered Into Toastiness. It Would Benefit From Another Year, So Drink From 2015.",Poento Reserva Branco,88,-1.0,Alentejano,Portuguese White,Herdade Do Rocim,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5784,Italy,"White Flower Blossoms, Green Apple, Lemon Zest And Mineral Aromas Take Center Stage. The Juicy Palate Offers Granny Smith And Creamy White Peach Brightened By Crisp Acidity.",Aristos,88,18.0,Northeastern Italy,Pinot Grigio,Cantina Valle Isarco,"['Alto Adige Valle Isarco', 'Unfilled']",-1,Unfilled,False
5785,Portugal,"This Creamy, Polished Wine Has Light Flavors Of Wood Aging That Bring Out The Lemon And Pear Fruits. It's Smooth, Rounded And Rich Wine, With An Attractive Touch Of Freshness At The End. Drink From The End Of 2014.",Padre Pedro Reserva,88,10.0,Tejo,Portuguese White,Casa Cadaval,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5786,Portugal,"This Blend Of Loureiro And Sauvignon Blanc Brings Out A Tropical Element In Both Grapes. It Has Bright Acidity But Also A Richer, Fuller Character, Bright With Lime And Ginger. At The End, A Green Herbal Character Shows Through.",Aphros Aether,88,-1.0,Minho,Portuguese White,Casal Paço Padreiro,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5787,Portugal,"The Unnecessarily Heavy Bottle Houses A Rich, Smooth And Jammy Wine. It Has Big, Bold Black Fruits, Tannins That Already Show Softness And Hints Of Wood Aging. This Aromatic Wine Is Already Developing Quickly So Should Be Drunk Now And Until 2018.",Enigma Reserva,88,-1.0,Tejo,Portuguese Red,Caves Dom Teodosio,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5788,Us,"This Lovely White Has Inviting Aromas Of Green Apple And Lemon-lime And Is Brisk In Acidity Yet Fully Textured On The Palate. An Expansive Wine With Lots Of Food Pairing Possibilities, It'll Sing Throughout Spring.",Unfilled,88,20.0,California,Chardonnay,Chacewater,"['Lake County', 'Mendocino/lake Counties']",-1,Unfilled,False
5789,France,"The Deep Soil Of The Grands Cras Has Given A Wine That Is Rich, Mature And Spicy. It's Dominated By Bitter Cherry Fruits, Fragrant Acidity And A Softly Tannic Structure. Drink Now.",Cuvée Grands Cras,88,18.0,Beaujolais,Gamay,Château De Pizay,"['Morgon', 'Unfilled']",-1,Unfilled,False
5790,France,"For The Vintage, This Is A Surprisingly Lean Wine. Some Juicy Fruit Is Still Struggling Out Of The Very Dry Tannic Shell. Acidity Is A Dominant Character Of This Firm, Dry Wine.",Unfilled,85,18.0,Bordeaux,Bordeaux-style Red Blend,Château Blanchereau,"['Côtes De Bourg', 'Unfilled']",-1,Unfilled,False
5791,France,"The Wine Is Attractively Fruity, Its Crispness Balanced By Round Apple And Pear Flavors That Give Richness. It Has A Creamy Texture, Concentrated Acidity And A Finish That Brings Out Lemon And Lime.",Unfilled,85,13.0,Bordeaux,Bordeaux-style White Blend,Château Buisson-redon,"['Bordeaux Blanc', 'Unfilled']",-1,Unfilled,False
5792,France,"This Young, Fruity Wine Is Almost Ready To Drink. Attractive Black Currant Acidity And Light Tannins T Bring A Bite To The Natural Smoothness Of The Wine. Drink From 2015.",Unfilled,85,12.0,Bordeaux,Bordeaux-style Red Blend,Château Chai Neuf,"['Bordeaux', 'Unfilled']",-1,Unfilled,False
5793,France,"Bordeaux Wine Should Not Have High Alcohol; It Detracts From The Play Between Fruit And Tannins, As In This Wine. It Is Powered By Its Extracted Structure, With Flavors Of Bitter Chocolate That Leave The Fruit Behind.",Cuvée Prestige,85,36.0,Bordeaux,Merlot,Château Des Landes,"['Lussac Saint-émilion', 'Unfilled']",-1,Unfilled,False
5794,France,"This Is A Ripe, Fruity Wine, Its Herbaceous Citrus Character Well Blended With Full Melon And Green Apple Flavors. Already Attractive Wine, It's Full Of Crisp Acidity And Lively Fruitiness.",Unfilled,85,14.0,Bordeaux,Bordeaux-style White Blend,Chateau Le Grand Verdus,"['Bordeaux Blanc', 'Unfilled']",-1,Unfilled,False
5795,Romania,"This Young Cabernet Has Aromas Of Black Plum, Vanilla And A Big Bowl Of Freshly Picked Blackberries. There Are Flavors Of Black Fruits And Freshly Ground Black Pepper In The Midpalate, With Good Acidity On The Finish.",Dreamfish,85,7.0,Viile Timisului,Cabernet Sauvignon,Cramele Recas,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5796,Us,"Cedar, Pepper And Herb Show Up In Healthy Doses Within This Dense, Structured Wine. A Good Measure Of Juicy Red Fruit Hits The Tongue Midpalate Before Fading Away.",Unfilled,85,37.0,California,Cabernet Sauvignon,Cuvée Wine Cellars,"['Napa Valley', 'Napa']",-1,Unfilled,False
5797,Argentina,"Popcorn And Butter Are The Lead Aromas, And They Give Way To Dusty Baked Apple Over Time. This Wine Feels Round, But With Just Enough Acidity. Flavors Of Candy Corn, Vanilla, Spun Sugar And Ripe Stone Fruits Finish Sweet And Fleshy.",Alta Collection,85,19.0,Mendoza Province,Chardonnay,Tapiz,"['Mendoza', 'Unfilled']",-1,Unfilled,False
5798,Us,"Glitzy Notes Of Lychee, Pink Flower And Yellow Plum Skin Mingle On The Luscious, Pliable Palate. A Blend Of Traminette, Vidal Blanc And Viognier, This Is Full Bodied And A Touch Sweet, With Exaggerated Flavors That Cling To The Finish.",A Midsummer Night's,85,14.0,Virginia,White Blend,The Williamsburg Winery,"['Virginia', 'Unfilled']",-1,Unfilled,False
5799,France,"Fresh And Fruity, It Has Ripe Blackberries, Soft Tannins And A Fresh Aftertaste. It Presents An Attractive Smoky Character Along With Vanilla And A Rich Aftertaste.",Unfilled,85,19.0,Bordeaux,Bordeaux-style Red Blend,Bailli De Bourg,"['Côtes De Bourg', 'Unfilled']",-1,Unfilled,False
5800,Portugal,"A Richly-styled Style Of Vinho Verde, One That's Well Integrated, Fresh And Fruity. Baked Apple And Crisp Lemon Go Well With The Sweeter Aftertaste To Create A Light And Bright Wine.",Las Lilas,85,9.0,Vinho Verde,Portuguese White,Adega Cooperativa Ponte De Barca,"['Unfilled', 'Unfilled']",-1,Unfilled,False
5801,Us,"Baking Spice, Ripe Dark Cherry And Cassis Aromas Lead To A Medium-bodied Palate That Is Soft And Succulent. A Blend Of Sangiovese, Cabernet Sauvignon And Merlot, This Finishes With Tannic Traction.",Rays Mesa,85,35.0,Arizona,Red Blend,Freitas,"['Arizona', 'Unfilled']",-1,Unfilled,False
5802,France,"Light And Textured, It's Packed With Lime And Lemon Flavors With A Hint Of Sage. As Dry As A Bone, It's Very Much For Food And Is Ready To Drink.",Unfilled,85,21.0,Loire Valley,Sauvignon Blanc,Domaine Patrice Moreux,"['Pouilly-fumé', 'Unfilled']",-1,Unfilled,False
5803,Us,"Agile And Glossy, This Has Toasty Apple, Pear And Tropical Fruit Flavors That Continue To A Light, Fresh-tasting Finish.",Rsv.,85,25.0,Virginia,Chardonnay,Jefferson Vineyards,"['Virginia', 'Unfilled']",-1,Unfilled,False
5804,Us,"This Is A Soft, Still Grippy Cabernet With An Earthy, Tobacco-infused Character That Somewhat Overwhelms The Taste Of Blackberry And Black Currant.",Montecillo Vineyard,85,48.0,California,Cabernet Sauvignon,Keating,"['Sonoma Valley', 'Sonoma']",-1,Unfilled,False
5805,France,"This Is A Fruity But Dry Wine, With A Telltale Hint Of Honey To Bring Out The Chenin Blanc Character. It Has An Attractive Line In Almonds, Along With Crisp Acidity And A Tangy Texture. Drink Now.",Les Lys,85,-1.0,Loire Valley,Chenin Blanc,Cave Des Producteurs De Vouvray,"['Vouvray', 'Unfilled']",-1,Unfilled,False
5806,France,"This Light Wine Offers Attractive Black Currant Fruitiness. Burnt Tannins From The Wood Aging Give It A Bitter Edge, Although The Aftertaste Does Bring Back The Freshness Of The Vintage.",Sélection,85,15.0,Bordeaux,Bordeaux-style Red Blend,Château Le Prieuré De Bellegarde,"['Côtes De Bourg', 'Unfilled']",-1,Unfilled,False
5807,France,"Honey, Almonds And Intense Acidity Mingle In This Off-dry Wine. The Acidity Is Still Dominant, Surpassing The Apple And Berry Fruitiness. Wait Until 2015 Before Drinking.",Demi-sec,85,16.0,Loire Valley,Chenin Blanc,Domaine De Vaugondy,"['Vouvray', 'Unfilled']",-1,Unfilled,False
5808,Spain,"Brambly, Lightly Herbal Aromas Of Berry Fruit, Sugar Beet And A Touch Of Chemical Precede A Wiry, Narrow Palate With Briary Flavors Of Herbal Berry And Cassis. A Tannic, Crimped Finish Is Rugged And Houses Cherry Flavors And Heat.",Unfilled,85,11.0,Northern Spain,Tinta De Toro,Tierras Guindas,"['Toro', 'Unfilled']",-1,Unfilled,False
