,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV
5585,,,Dragonmead Woody's Perfect Porter,1299815002.0,,,,,,
5586,,,Dragonmead Dragonslayer Altbier,1035051898.0,,,,,,
5587,,,Tennent's Strong Lager,1133396841.0,,,,,,
5588,,,Fogcutter Barleywine,1274843969.0,,,,,,
5589,,,Mishawaka Kolsch,1034943463.0,,,,,,
5590,,,,1072194509.0,,,,,,
5591,,,Blueberry Honey Amber Ale,1038078735.0,,,,,,
5592,,,Hell,1304302853.0,,,,,,
5593,,,Binding Lager,1088731710.0,,,,,,
5594,Brauerei Schlösser Gmbh,,Schlösser Alt,1034983915.0,,,,,,
5595,,,Aecht Patzenhofer Premium Pilsner,1034984843.0,,,,,,
5596,,,Nils Oscar God Lager,1147471365.0,,,,,,
5597,Ariana Brewery,,Ariana,1186174317.0,,,,,,
5598,Flensburger Brauerei Gmbh Und Co. Kg,,Flensburger Pilsener,1319923467.0,,,,,,
5599,,,Flensburger Dunkel,1258050263.0,,,,,,
5600,,,Flensburger Weizen,1262395019.0,,,,,,
5601,Hasseröder Brauerei Gmbh,,Hasseröder Premium Pils,1175714293.0,,,,,,
5602,Brewery Budweiser Budvar / B.b.n.p.,,Budweiser Budvar,1100428992.0,,,,,,
5603,,,Harbor City Harvest Wheat,1055320868.0,,,,,,
5604,Pivovar Saris,,Saris 12% Premium,1136489154.0,,,,,,
5605,Auerbräu Ag,,Auerbräu Rosenheimer Dunkel Weizen,1035020688.0,,,,,,
5606,,,Auerbräu Rosenheimer Bajuwaren Dunkel,1035021421.0,,,,,,
5607,Gasthof Hotel Adlerbräu Gunzenhausen,,Gunzenhausen Adler Bock,1035021795.0,,,,,,
5608,Stadtbrauerei Spalt,,Spalter Weisse,1302559037.0,,,,,,
5609,,,Andechser Bergbock Hell,1232488915.0,,,,,,
5610,,,Bavaria Premium,1113350001.0,,,,,,
5611,,,,1035042380.0,,,,,,
5612,Trailhead Brewing Company,,Trailblazer Blonde Ale,1106920407.0,,,,,,
5613,,,Riverboat Raspberry Ale,1108390416.0,,,,,,
5614,,,Trailhead Red Ale,1312000177.0,,,,,,
5615,,,,1259099812.0,,,,,,
5616,,,Old Courthouse Stout,1233588574.0,,,,,,
5617,Morgan Street Brewery,,,1041822969.0,,,,,,
5618,,,Kristal Weis,1035056368.0,,,,,,
5619,,,,1097590289.0,,,,,,
5620,,,Dark Wheat,1035057542.0,,,,,,
5621,,,Steam Lager,1035057691.0,,,,,,
5622,,,Cold Shivers Pale Ale,1035061179.0,,,,,,
5623,Route 66 Brewery,,Lakeshore Light Ale,1035104451.0,,,,,,
5624,,,Apricot Wheat Ale,1035104612.0,,,,,,
5625,,,River City Red Ale,1042991333.0,,,,,,
5626,,,,1035104980.0,,,,,,
5627,,,,1035105125.0,,,,,,
5628,,,Schlafly Pilsner,1067907069.0,,,,,,
5629,,,Schlafly Hefeweizen,1174525294.0,,,,,,
5630,,,Schlafly Oktoberfest,1256868871.0,,,,,,
5631,,,,1157775012.0,,,,,,
5632,,,Strong Ale,1035119911.0,,,,,,
5633,,,Coqui 900 Premium Malt Liquor,1107733286.0,,,,,,
5634,,,Red Granite,1035138942.0,,,,,,
5635,Lake Placid Craft Brewing Company,,Ubu Ale,1246161293.0,,,,,,
5636,,,46'er Pale Ale,1275961895.0,,,,,,
5637,,,Ectoberfest,1226173339.0,,,,,,
5638,Browary Warka Sp. Z O.o.,,Warka,1289522846.0,,,,,,
5639,Coast Range Brewing Co.,,,1043282584.0,,,,,,
5640,,,Newport Storm Regenschauer Oktoberfest,1253479762.0,,,,,,
5641,,,Allsopp's Cream Stout,1035189795.0,,,,,,
5642,,,Schlafly Schwarzbier,1325191880.0,,,,,,
5643,,,Allsopp's Strong Ale,1035199909.0,,,,,,
5644,,,Founders Noble Lager,1047481362.0,,,,,,
5645,,,Raspberry Wheat Beer,1035203830.0,,,,,,
5646,,,Wall Street Wheat,1124802791.0,,,,,,
5647,,,,1035204536.0,,,,,,
5648,,,Indiana Pale Ale,1217908077.0,,,,,,
5649,,,Lake Effect Pale Ale,1235071232.0,,,,,,
5650,,,El Toro Oro Golden Ale,1294205213.0,,,,,,
5651,,,Weltenburger Kloster Urtyp Hell,1215070981.0,,,,,,
5652,,,Nils Oscar Kalasöl,1235257320.0,,,,,,
5653,,,Nils Oscar Farm Ale,1035251782.0,,,,,,
5654,,,Nils Oscar Barley Wine,1228947977.0,,,,,,
5655,,,Nils Oscar Julöl 2004,1105468541.0,,,,,,
5656,,,Nils Oscar Kalaspåsköl (vintages -2008),1175282882.0,,,,,,
5657,,,Nils Oscar Lundgrens Lager,1148094248.0,,,,,,
5658,,,Blåkulla,1176213444.0,,,,,,
5659,,,Julkloster,1104838375.0,,,,,,
5660,,,Kloster (vintages -2005),1272123811.0,,,,,,
5661,Railhouse Restaurant & Brewery,,Railhouse Red Ale,1035275211.0,,,,,,
5662,,,Railhouse Pilsner,1208124932.0,,,,,,
5663,,,Gold Rush Pale Ale,1035275798.0,,,,,,
5664,,,Railhouse Scottish Ale,1035276154.0,,,,,,
5665,,,Broad Street Barley Wine,1244468037.0,,,,,,
5666,Lindenbräu Am Potsdamer Platz,,Hofbräu-weiße,1252288130.0,,,,,,
5667,Hofbräuhaus Traunstein Josef Sailer Kg,,1612er Zwickl Bier,1035309183.0,,,,,,
5668,,,Hofbräu Weiße,1035303398.0,,,,,,
5669,,,Altbairisch Ur-weizen,1035303761.0,,,,,,
5670,,,Fürsten Pils,1299796701.0,,,,,,
5671,,,Altbairisch Dunkel,1120235952.0,,,,,,
5672,,,Saranac Chocolate Amber Lager,1103587012.0,,,,,,
5673,,,Saranac Dunkel Lager,1040128187.0,,,,,,
5674,,,Boréale Noire,1096385854.0,,,,,,
5675,,,Saranac Hefeweizen,1217254948.0,,,,,,
5676,Brasserie St. Feuillien,,St. Feuillien Blonde,1074459371.0,,,,,,
5677,,,St. Feuillien Cuvée De Noël,1110575001.0,,,,,,
5678,,,Samuel Adams Vienna Style Lager,1037438674.0,,,,,,
5679,,,Snowstorm 2002,1038388074.0,,,,,,
5680,,,London,1035336553.0,,,,,,
5681,,,Prag,1035336776.0,,,,,,
5682,,,Roslager,1035336998.0,,,,,,
5683,,,Svart,1035337280.0,,,,,,
5684,,,Vit,1213550919.0,,,,,,
5685,,,Wien,1125951063.0,,,,,,
5686,Brauhaus Georgbræu,,Georg Pils,1035350048.0,,,,,,
5687,,,8th Street Ale,1173484573.0,,,,,,
5688,,,Würzburger Schwarzbier,1310840689.0,,,,,,
5689,,,Ruddles Best,1209001894.0,,,,,,
5690,Le Cheval Blanc,,Le Cheval Coup De Grisou,1174267871.0,,,,,,
5691,,,St. Feuillien Brune,1136864704.0,,,,,,
5692,,,,1035394660.0,,,,,,
5693,,,Bj's Jeremiah Red Ale,1076385384.0,,,,,,
5694,,,Augustiner Dark,1152644106.0,,,,,,
5695,Broad Ripple Brew Pub,,E.s.b.,1036908893.0,,,,,,
5696,,,,1136768731.0,,,,,,
5697,,,Carrabassett Winter Ale,1039976904.0,,,,,,
5698,,,Stiegl Märzen,1099439452.0,,,,,,
5699,,,,1038894633.0,,,,,,
5700,,,Red Label,1094098252.0,,,,,,
5701,,,Great American Restaurants Octoberfest Lager,1161795945.0,,,,,,
5702,,,Manayunk Lager,1129613188.0,,,,,,
5703,,,Krook's Mill,1231641389.0,,,,,,
5704,,,Philadelphia Porter,1077039886.0,,,,,,
5705,,,Pun'kin Head,1158028585.0,,,,,,
5706,,,Hefe Doppelweizen,1151365765.0,,,,,,
5707,,,Albion Amber,1076114761.0,,,,,,
5708,,,New Holland Cherry Ale,1087089340.0,,,,,,
5709,,,"""the Mountain"" Ale",1062559978.0,,,,,,
5710,,,,1062559918.0,,,,,,
5711,,,St-ambroise Scotch Ale,1312085654.0,,,,,,
5712,,,,1035610156.0,,,,,,
5713,,,Cortland Autumn,1035620027.0,,,,,,
5714,,,Brune D'achouffe,1093046213.0,,,,,,
5715,,,Tundrabeary Ale,1144284483.0,,,,,,
5716,,,Jever Light,1047473774.0,,,,,,
5717,,,Jever Fun,1305573455.0,,,,,,
5718,,,Jever Dark,1116173453.0,,,,,,
5719,,,Wooly Bully,1171313366.0,,,,,,
5720,,,Mönchspils,1091138471.0,,,,,,
5721,,,Neuzeller Kloster-bräu Schwarzer Abt (black Abbot),1238638146.0,,,,,,
5722,,,,1258201347.0,,,,,,
5723,,,Malzbier,1069101038.0,,,,,,1.8
5724,,,Unser Schlaubetaler Landbier,1125110339.0,,,,,,
5725,Gold-ochsenbrauerei Fritz Unbehauen,,Gold-ochsenbrauerei Hell,1035712162.0,,,,,,
5726,,,Celtic Gold Ale,1138844301.0,,,,,,
5727,,,Weihenstephaner Festbier,1316042464.0,,,,,,
5728,,,Tabernash Kristall Weiss,1041267128.0,,,,,,
5729,Beer Factory,,Luna Llena,1114140007.0,,,,,,
5730,Karlsberg Brauerei,,Karlsberg Heller Hoch Brau Pils,1036591512.0,,,,,,
5731,,,Twisted Pine Northstar Imperial Porter,1288305938.0,,,,,,
5732,,,Nailbiter,1083063374.0,,,,,,
5733,S. C. Martens S. A.,,Drax Beer,1120207475.0,,,,,,
5734,Ross Valley Brewing Company,,,1083129097.0,,,,,,
5735,,,Madonna,1217594605.0,,,,,,
5736,,,Rycerskie,1097447655.0,,,,,,
5737,,,Buffalo Butt,1037791960.0,,,,,,
5738,Wild Rose Brewery & Taproom,,Wild Rose I.p.a. (india Pale Ale),1095743709.0,,,,,,
5739,,,Wild Rose Brown,1319056525.0,,,,,,
5740,,,Boréale Rousse,1110307869.0,,,,,,
5741,,,Smoked Porter,1230687448.0,,,,,,
5742,,,Herold Traditional Czech Lager,1157034992.0,,,,,,
5743,Pizzeria Uno Chicago Grill & Brewery,,Gust 'n Gale Porter,1053428545.0,,,,,,
5744,,,Ike's Ipa,1212435252.0,,,,,,
5745,,,Boréale Cuivrée,1238618000.0,,,,,,
5746,,,Hudson Valley Snoozefest,1060386956.0,,,,,,
5747,Paulista Brewery,,Sambadoro,1062341904.0,,,,,,
5748,,,Abbaye Des Bonne-espérance,1311840920.0,,,,,,
5749,,,Hop Monster,1096661325.0,,,,,,
5750,,,Lunar Shine Burley Whine,1166912595.0,,,,,,
5751,,,Mach Märzen,1036038343.0,,,,,,
5752,,,Blandford Fly,1160743781.0,,,,,,
5753,,,Cuvée Li Crochon - Blonde,1077564800.0,,,,,,
5754,,,Back In Business Amber Ale,1036075568.0,,,,,,
5755,,,Dark Rosaleen Stout,1159135254.0,,,,,,
5756,Mongozo B.v.,,Mongozo (palmnut),1266269198.0,,,,,,
5757,,,Michelob All Malt,1040921467.0,,,,,,
5758,,,Kul Light,1279841012.0,,,,,,
5759,Dominica Brewery And Beverages Ltd.,,Kubuli,1180315848.0,,,,,,
5760,,,Nor'wester Oregon Pale Ale,1062816257.0,,,,,,
5761,,,Sun Valley Cabin Fever Winter Ale,1148003816.0,,,,,,
5762,,,Market Cross Raspberry Porter,1036133258.0,,,,,,
5763,,,Dark Horse Too Cream Stout,1294261949.0,,,,,,
5764,,,Super Devils Kiss,1036142605.0,,,,,,
5765,,,,1036149110.0,,,,,,
5766,,,Clausthaler Premium,1268619475.0,,,,,,0.45
5767,,,Summit Alt Bier,1036186783.0,,,,,,
5768,,,Mac Frost Winter Ale,1102652183.0,,,,,,
5769,,,Sun Valley Sawtooth Gold Lager,1161545577.0,,,,,,
5770,Flying Goose Brew Pub & Grille,,Split Rock Golden Ale,1227901517.0,,,,,,3.93
5771,,,Perley Town I.p.a.,1088622860.0,,,,,,
5772,,,Wapiti Amber Ale,1283042373.0,,,,,,
5773,,,Arbor Brewing Oktoberfest,1065367012.0,,,,,,
5774,,,,1115065819.0,,,,,,
5775,Brasserie Duyck,,Jenlain Blonde,1210628583.0,,,,,,
5776,,,Moab Blueberry Flavored Wheat Beer,1223599321.0,,,,,,
5777,Broken Drum Brewery And Wood Grill,,,1313265764.0,,,,,,
5778,,,Hooker Pale Ale,1036320453.0,,,,,,
5779,Narrow Gauge Brewing Co.,,,1036320941.0,,,,,,
5780,Bray's Brewing Company,,Songo Loch Scotch Ale (winter Solstice Special),1218397496.0,,,,,,
5781,,,Hooker Brown,1036321478.0,,,,,,
5782,,,Mount Olympus Special Ale,1126966130.0,,,,,,
5783,Sheepscot Valley Brewing Company,,Special Wee Heavy,1036322006.0,,,,,,
5784,,,Pemaquid Ale,1222438784.0,,,,,,
5785,,,Slick Nick Winter Ale,1137676755.0,,,,,,
5786,,,,1066141265.0,,,,,,
5787,,,Continental I.p.a.,1036329262.0,,,,,,
5788,,,,1066586870.0,,,,,,
5789,,,Hack's Black,1036330594.0,,,,,,
5790,Mcmenamins,,,1228031887.0,,,,,,
5791,,,,1036333515.0,,,,,,
5792,,,Double Ipa,1098410109.0,,,,,,
5793,,,Rapscallion Creation,1126405683.0,,,,,,
5794,,,Vervifontaine Bière Du Lion,1111680076.0,,,,,,
5795,,,Alpine Glow Red Ale,1220017253.0,,,,,,
5796,,,Log Cabin Nut Brown,1036357598.0,,,,,,
5797,,,,1316848464.0,,,,,,
5798,,,Special Belgian Ale,1146339056.0,,,,,,
5799,,,Summer Pilsner,1036358126.0,,,,,,
5800,,,Cuvée Van De Keizer Blauw (blue),1321495366.0,,,,,,
5801,,,Sheepscot Valley Damariscotta Double Brown Ale,1227639953.0,,,,,,
5802,,,Deep Powder Stout,1066141667.0,,,,,,
5803,,,Mount Desert Island Ginger,1137026888.0,,,,,,
5804,Highwood Brewery Ltd.,,Tom Wood Father's Pride,1036389418.0,,,,,,
5805,Cervecería De Barranquilla,,Cerveza Aguila,1287606080.0,,,,,,
5806,,,Classic Porter,1066587431.0,,,,,,
5807,Cerveceria Boliviana Nacional S.a.,,Pacena,1293820928.0,,,,,,
5808,,,Flying Goose Harvest Wheat,1036437346.0,,,,,,
5809,,,Weetamoo Raspberry Wheat,1154301482.0,,,,,,
5810,,,Hedgehog Brown Ale,1248125589.0,,,,,,3.67
5811,,,Potter Place Porter,1036439446.0,,,,,,
5812,,,Alexandria Alt,1036440092.0,,,,,,
5813,Oggi's Pizza & Brewing Co.,,Torrey Pines Ipa,1314230525.0,,,,,,
5814,,,Feather City Kolsch,1036535504.0,,,,,,
5815,,,Squatters Hop Head Red Nitro,1087774524.0,,,,,,
5816,,,Nor'wester Hefeweizen,1053854338.0,,,,,,
5817,,,Mt. Angel Oktoberfest,903260723.0,,,,,,
5818,,,Clockwork Orange Cream Ale,1185334181.0,,,,,,
5819,,,Weltenburger Hefe-weissbier Dunkel,1266801513.0,,,,,,
5820,,,Dixie Jazz,1265647522.0,,,,,,
5821,,,Dergy's Black & Tan,1080888472.0,,,,,,
5822,,,Rabbit Ears Amber Ale,1036509592.0,,,,,,
5823,,,Maredsous 6 - Blonde,1223940017.0,,,,,,
5824,,,Chinook Copper Ale,1091427484.0,,,,,,
5825,,,Great Western Premium Lager,1099956850.0,,,,,,
5826,,,James Squire Colonial Wheat Beer,1066564110.0,,,,,,
5827,,,Oatmeal Porter,1036674291.0,,,,,,
5828,,,Mack Point Ipa,1036584194.0,,,,,,
5829,Isar Bräu,,Isartaler Stationsweizen,1036588677.0,,,,,,
5830,,,Barn Owl Amber Wheat Ale,1036594492.0,,,,,,
5831,,,Rainier Dry,1078609773.0,,,,,,
5832,,,Apache Trout Stout,1289754197.0,,,,,,
5833,,,Chapeau Exotic,1249527280.0,,,,,,
5834,,,Elevator Vienna-style Amber Lager,1053886181.0,,,,,,
5835,,,Pughtown Porter,1080505345.0,,,,,,
5836,,,Jack Russell's Best Brown Ale,1106538790.0,,,,,,
5837,,,Iron Rail Ale,1036674221.0,,,,,,
5838,,,Clearwater Cream Ale,1036674425.0,,,,,,
5839,Backcountry Brewery (brewpub & Pizzeria),,Telemark India Pale Ale (i.p.a.),1197594786.0,,,,,,
5840,,,Newport Storm '02,1105750996.0,,,,,,12.7
5841,J.t. Whitney's Pub & Brewery,,Dark Alt,1036683208.0,,,,,,
5842,,,Rich's Rauch,1036683579.0,,,,,,
5843,,,Black Diamond Porter,1036684168.0,,,,,,
5844,,,,1036685504.0,,,,,,
5845,,,Our Special Ale 2002 (anchor Christmas Ale),1039529071.0,,,,,,
5846,Bj's Restaurant & Brewhouse,,Juniper Rye,1178995794.0,,,,,,
5847,,,Marathon,1218586920.0,,,,,,
5848,Boscos Restaurant & Brewing Co. - Nashville,,Boscos Flaming Stone,1127828160.0,,,,,,
5849,,,Ahopalypse Now Ipa,1036744665.0,,,,,,
5850,Whale Tail Brew Pub,,,1036752010.0,,,,,,
5851,,,,1036752113.0,,,,,,
5852,,,,1036752187.0,,,,,,
5853,,,Postel Dubbel,1101665312.0,,,,,,
5854,,,Castle Eggenberg Urbock Dunkel Eisbock,1076965943.0,,,,,,
5855,,,Herold Bohemian Wheat Lager,1068920221.0,,,,,,
5856,,,Forst Premium,1102945116.0,,,,,,
5857,,,Festivale Harvest,1036784759.0,,,,,,
5858,,,Grimbergen Roussa,1307201446.0,,,,,,
5859,,,Ename Blond,1036824661.0,,,,,,
5860,Compania Cervecera Del Sur Del Peru S.a. (cervesur),,Cusquena Premium Peruvian Beer,1124392852.0,,,,,,
5861,,,Golden Arm,1216911850.0,,,,,,
5862,,,Worryin' Ale,1248742313.0,,,,,,
5863,,,Thom's Best Brown,1042730995.0,,,,,,
5864,,,Grove St. Pale Ale,1218478851.0,,,,,,
5865,,,,1135732477.0,,,,,,
5866,,,Non-denominator Doppel Bock,1113011075.0,,,,,,
5867,,,Rochester Mills Cornerstone Ipa,1312235737.0,,,,,,
5868,,,Double Bock,1036873585.0,,,,,,
5869,,,Grandma's Homemade Ale,1225420291.0,,,,,,
5870,,,,1036878928.0,,,,,,
5871,,,Vapeur D'halloween,1130092643.0,,,,,,
5872,Alcatraz Brewing Co.,,Big House Red,1264014890.0,,,,,,
5873,,,Birdman Brown,1227806029.0,,,,,,
5874,,,Big Red Ale,1078772087.0,,,,,,
5875,,,Dry Hopped Pale Ale,1278249729.0,,,,,,
5876,,,,1036909891.0,,,,,,
5877,,,Titan Porter,1208390620.0,,,,,,
5878,,,Rochester Mills Milk Shake Stout,1197824903.0,,,,,,
5879,The Seven Barrel Brewery,,Red 7,1153364497.0,,,,,,
5880,,,Champion Reserve Ipa,1022743773.0,,,,,,
5881,,,Rio Salado Lightning Bolt Pilsner Blond Lager,1119040397.0,,,,,,
5882,,,Long Brothers Strong Ale,1322759879.0,,,,,,
5883,,,Robert Strong Brown Ale,1036942939.0,,,,,,
5884,,,Rochester Mills Rochester Red,1213592518.0,,,,,,
5885,,,Mammoth Ipa,1036948590.0,,,,,,
5886,,,Haagen Premium Light,1036978794.0,,,,,,
5887,,,Afanasy Svetloye,1036996989.0,,,,,,
5888,,,New Holland Full Circle,1186474866.0,,,,,,
5889,,,Valhalla Valkyrie Lager,1059094668.0,,,,,,
5890,,,Valhalla Pillage Pilsner,1047035124.0,,,,,,
5891,,,Church Brew Octoberfest,1315866448.0,,,,,,
5892,,,Stoudt's Winter Ale (2008-2009),1138541172.0,,,,,,
5893,,,Holiday Red,1230576087.0,,,,,,
5894,,,Rio Salado Cold Front Kolsch Style Ale,1063769609.0,,,,,,
5895,,,,1073705748.0,,,,,,
5896,,,,1062379993.0,,,,,,
5897,,,Cabin Fever Winter Ale,1172982126.0,,,,,,
5898,,,Smuttynose Weizenheimer,1117548166.0,,,,,,
5899,,,,1107662083.0,,,,,,
5900,Brasal-brasserie Allemande,,Brasal Bock,1038398623.0,,,,,,
5901,,,Portsmouth Cranberry Ale,1037039019.0,,,,,,
5902,,,Willimantic Autumn Ale,971551056.0,,,,,,
5903,,,,1323031586.0,,,,,,
5904,,,Night Owl Pumpkin Ale,1240835548.0,,,,,,
5905,,,,1178400609.0,,,,,,
5906,,,,1100707729.0,,,,,,
5907,,,Spezial Rauchbier Weissbier,1245748238.0,,,,,,
5908,,,Founders American Black Ale,1078463355.0,,,,,,
5909,,,Rio Salado Autumn Deluge Alt Bier Amber Ale,1038813402.0,,,,,,
5910,,,Barrilito,1304608358.0,,,,,,
5911,,,Indio,1108094376.0,,,,,,
5912,Cascade Brewing / Raccoon Lodge & Brewpub,,Celtic Copper,1274919182.0,,,,,,
5913,,,Scarab Red,1062077148.0,,,,,,
5914,,,Prodigal Porter,1180207163.0,,,,,,
5915,,,Ceres Royal Export,1073568047.0,,,,,,
5916,,,Port Royal Export,1298406842.0,,,,,,
5917,,,Brewer's Art House (birdhouse) Pale Ale,1105111490.0,,,,,,
5918,,,Brewer's Art Ozzy Ale,1220411930.0,,,,,,
5919,,,Brewer's Art Resurrection,1301338136.0,,,,,,
5920,,,Brewer's Art Cerberus Tripel,1263848778.0,,,,,,
5921,,,Brewer's Art Sluggo,1119618796.0,,,,,,
5922,,,Grinnin' Grizzly Spiced Ale,1133220183.0,,,,,,
5923,,,San Miguel Dark Lager,1174880070.0,,,,,,
5924,Nashoba Valley Winery,,Heron Ale,1242956072.0,,,,,,
5925,,,Bolt 117 Lager,1176683080.0,,,,,,
5926,,,,1252549160.0,,,,,,
5927,,,Nashobafest,1041679598.0,,,,,,
5928,,,Alcatraz Lights Out Stout,1037256804.0,,,,,,
5929,,,All American Blonde Pale Ale,1037259494.0,,,,,,
5930,,,Our Finest Ale,1165075786.0,,,,,,
5931,,,New Holland Kourage,1095610608.0,,,,,,
5932,,,Kind Brother,1037272202.0,,,,,,
5933,,,Durham Esb,1037281231.0,,,,,,
5934,,,Crazy Stallion,1142227164.0,,,,,,
5935,Lovejoy's Taproom,,Sparky's Special Ale,1240189262.0,,,,,,
5936,,,Old Vixen,1165704459.0,,,,,,
5937,,,Samson's Best Pale Ale,1049789999.0,,,,,,
5938,,,Aj Porter,1120921268.0,,,,,,
5939,,,Brooklyn Saison De Brooklyn,1099859007.0,,,,,,
5940,,,Bert Grant's Hefeweizen,1046715827.0,,,,,,
5941,,,,1037335087.0,,,,,,
5942,,,Oak Creek Nut Brown Ale,1225437394.0,,,,,,
5943,Blue Corn Cafe And Brewery,,High Altitude Pale Ale,1052846747.0,,,,,,
5944,,,Honeymoon Wheat Ale,1057499691.0,,,,,,
5945,,,Plaza Porter,1057500064.0,,,,,,
5946,,,Potomac Rappahannock Red Ale,1056032147.0,,,,,,
5947,First Coast Brewing,,First Coast Golden Lager,1037384050.0,,,,,,
5948,Crest Brewing Company,,Crest Super Premium Lager,1230430892.0,,,,,,
5949,,,Arbor Brewing Fat Abbot Tripel,1142740156.0,,,,,,
5950,,,Haake Beck Na,1296525906.0,,,,,,
5951,,,Blond Ox,1055064273.0,,,,,,
5952,,,Dragonmead Broken Paddle India Pale Ale,1133062381.0,,,,,,
5953,,,Dragonmead Honey Porter,1133563135.0,,,,,,
5954,,,Urthel Nouicius Vertus,1068496326.0,,,,,,
5955,,,Maduro Nut Brown Ale,1037431435.0,,,,,,
5956,,,Chapeau Fraise Lambic,1236011465.0,,,,,,
5957,,,Waasbier,1037445108.0,,,,,,
5958,,,Waase Wolfbier,1225756235.0,,,,,,
5959,,,Witte Kerst,1037445463.0,,,,,,
5960,,,Participation,1095799400.0,,,,,,
5961,,,,1132441277.0,,,,,,
5962,Bandersnatch Brewpub,,Bandersnatch Cardinal Pale Ale,1037526635.0,,,,,,
5963,,,Bandersnatch Big Horn Premium Ale,1037527099.0,,,,,,
5964,,,Dark Knight Porter,1037535893.0,,,,,,
5965,,,Simple Stout,1037536178.0,,,,,,
5966,,,White Fox Ale,1208731662.0,,,,,,
5967,,,Bandersnatch Milk Stout,1037541324.0,,,,,,
5968,,,Nut Sack Ale (super Dry-hopped Nutcracker Ale),1197149896.0,,,,,,5.95
5969,,,Great Scot Ale,1228056701.0,,,,,,
5970,,,O'halloran's Irish Red,1174616179.0,,,,,,
5971,,,Siletz Winter Warmer,1227237960.0,,,,,,
5972,,,Staggering Elk Organic Lager,1139625185.0,,,,,,
5973,,,Weltenburger Kloster Winter-traum,1173408728.0,,,,,,
5974,,,City Steam Joan Of Arc,1092092779.0,,,,,,
5975,,,Bandersnatch Pog No Thon Stout,1037597279.0,,,,,,
5976,,,Abbaye De Floreffe Triple,1187058389.0,,,,,,
5977,Otto's Pub And Brewery,,Helles Lager,1123600047.0,,,,,,
5978,,,,1230932239.0,,,,,,
5979,,,,1091828368.0,,,,,,
5980,,,Harvest Ale Ipa,1130352770.0,,,,,,
5981,Stewart's Brewing Co.,,Old Percolator Coffee Porter,1138119323.0,,,,,,
5982,,,,1037609034.0,,,,,,
5983,,,,1037609156.0,,,,,,
5984,,,Crockett's Corner Stout,1154303213.0,,,,,,
5985,,,Hominy Pot E.s.b.,1244400935.0,,,,,,
5986,,,Verhaeghe Echte Kriek / Echte Kriekenbier,1308185286.0,,,,,,
5987,,,Cascade Four Seasons Summer Blonde,1076210018.0,,,,,,
5988,,,Loon Island Lighthouse Ale,1037639173.0,,,,,,
5989,Northern Breweries Ltd.,,Northern Ale,1059524558.0,,,,,,
5990,,,Piels Light,1043971718.0,,,,,,3.79
5991,,,Whiskey Barrel Imperial Stout,1037660251.0,,,,,,
5992,,,Bière Du Désert,1160419423.0,,,,,,
5993,Brasserie Pietra,,Pietra,1145876411.0,,,,,,
5994,,,Elaphant Ale,1037701199.0,,,,,,
5995,,,,1037701468.0,,,,,,
5996,,,Highland Ale,1037701996.0,,,,,,
5997,,,,1037702315.0,,,,,,
5998,,,Wreck The Halls,1164852795.0,,,,,,
5999,,,Olde Ale,1078374345.0,,,,,,
6000,,,Red Wolf,1214728563.0,,,,,,
6001,,,Yellow Rose Pale Ale,1110118010.0,,,,,,
6002,,,Northern Extra Light,1037730195.0,,,,,,
6003,Leopold Bros. Brewery Of Ann Arbor,,Leopold Bros. Oktoberfest,1104256877.0,,,,,,
6004,,,Northern Superior,1064106666.0,,,,,,
6005,Powerhouse Brewing Co.,,,1037732746.0,,,,,,
6006,,,Pumpkin Spice,1037748006.0,,,,,,
6007,,,Full Tilt Ipa,1208033084.0,,,,,,
6008,,,Pumpkin Ambrosia,1104911540.0,,,,,,
6009,,,Erdinger Weissbier Alkoholfrei,1037773609.0,,,,,,
6010,,,Colonial Porter,1037806326.0,,,,,,
6011,,,Crimson Ale,1257520300.0,,,,,,
6012,,,Tun Grand Cru,1218893402.0,,,,,,
6013,,,Boyne River Lake Trout Stout,1044513702.0,,,,,,
6014,Alameda Brewhouse,,,1176152079.0,,,,,,
6015,,,Christian Moerlein Bock,1075997679.0,,,,,,
6016,,,,1056276735.0,,,,,,
6017,,,Fish Tale India Pale Ale,1253067757.0,,,,,,
6018,,,Vigilante Porter,1037825842.0,,,,,,
6019,,,Lakeport Pilsener,1267661132.0,,,,,,
6020,,,Bubba Dog,1045162098.0,,,,,,
6021,,,Rio Salado Blizzard Bock Winter Wheat Ale,1111896085.0,,,,,,
6022,,,Five Malt Alt,1104353029.0,,,,,,
6023,,,Morocco Ale,1164502673.0,,,,,,
6024,,,,1130080325.0,,,,,,
6025,,,Thunder Canyon Ornament Ale (duplicate),1104152974.0,,,,,,
6026,,,Market Street Oktoberfest,1038019892.0,,,,,,
6027,Brewzzi Italian American Bistro & Microbrewery,,Boca Blonde Lager,1112213558.0,,,,,,
6028,,,Red Reef Amber,1112215538.0,,,,,,
6029,,,Boca Fest Beer,1206967893.0,,,,,,
6030,,,Tropical Madness,1157492532.0,,,,,,
6031,,,Black Duke Dark,1181425645.0,,,,,,
6032,Dithmarscher Brauerei / Karl Hintz Gmbh & Co.kg,,Dithmarscher Pilsener,1279058454.0,,,,,,
6033,,,Dithmarscher Dunkel,1313178818.0,,,,,,
6034,,,Dithmarscher Urtyp,1152915570.0,,,,,,
6035,Elgood And Sons Ltd,,Black Dog Mild,1179048628.0,,,,,,
